,data_point,test_time,date_time,step_time,step_index,cycle_index,current,voltage,charge_capacity,discharge_capacity,charge_energy,discharge_energy,_dv/dt,internal_resistance,temperature,aux_voltage,date_time_iso,time_since_cycle_start
24400,24400,100239.5078125,1535603456.0,37.1708984375,3,30,6.160984039306641,3.3425426483154297,0.063047186,0.0,0.19850685,0.0,0.0057353973,,30.98776054382324,,2018-08-30T04:30:56+00:00,0.0
24500,24500,100622.4375,1535603840.0,20.625900268554688,6,30,3.930652618408203,3.4810943603515625,0.68225449,0.0,2.3523889,0.0,-0.00012111664,,31.207176208496094,,2018-08-30T04:37:20+00:00,6.4
24600,24600,101094.75,1535604352.0,286.095703125,8,30,1.1004095077514648,3.4219751358032227,0.96737009,0.0,3.3415866,0.0,0.00014686584,,31.17804527282715,,2018-08-30T04:45:52+00:00,14.933333333333334
24700,24700,101593.171875,1535604736.0,784.518310546875,8,30,0.1963617652654647,3.599978446960449,1.0753386,0.0,3.7180705,0.0,-6.6757202e-06,,31.10798072814941,,2018-08-30T04:52:16+00:00,21.33333333333333
24800,24800,101935.6640625,1535605120.0,15.744400024414062,10,30,-4.400096893310547,3.271857261657715,1.0824972,0.018868266,3.7438419,0.06316071,-0.0059099197,,30.99075508117676,,2018-08-30T04:58:40+00:00,27.73333333333333
24900,24900,102426.125,1535605632.0,506.20318603515625,10,30,-4.39987850189209,3.093124389648437,1.0824972,0.61834663,3.7438419,1.9523523,-0.00025272369,,30.97629737854004,,2018-08-30T05:07:12+00:00,36.266666666666666
25000,25000,102784.5390625,1535606016.0,864.6199951171875,10,30,-4.399900436401367,2.4836015701293945,1.0824972,1.0557895,3.7438419,3.2567401,-0.018857956,,31.09792137145996,,2018-08-30T05:13:36+00:00,42.66666666666666
25100,25100,103057.3203125,1535606272.0,1137.4014892578125,10,30,-0.0549977198243141,1.9999761581420896,1.0824972,1.0825962,3.7438419,3.3143871,-8.5830688e-06,,31.14563751220703,,2018-08-30T05:17:52+00:00,46.93333333333333
25200,25200,103152.6875,1535606400.0,90.20709991455078,3,31,6.158565521240234,3.4333715438842773,0.15384641,0.0,0.50736898,0.0,0.00090026855,,31.10805892944336,,2018-08-30T05:20:00+00:00,2.1333333333333333
25300,25300,103552.71875,1535606784.0,90.80069732666016,6,31,3.9338111877441406,3.489696502685547,0.75876468,0.0,2.6187291,0.0,0.00020122528,,31.241697311401367,,2018-08-30T05:26:24+00:00,8.533333333333333
25400,25400,104025.203125,1535607168.0,356.4036865234375,8,31,1.1000518798828125,3.431685447692871,0.98882937,0.0,3.4148571,0.0,0.00022697449,,31.15132141113281,,2018-08-30T05:32:48+00:00,14.933333333333334
25500,25500,104523.515625,1535607680.0,854.7178955078125,8,31,0.1330426335334777,3.5999908447265625,1.0775932,2.4127953e-08,3.7259088,8.6421906e-08,-1.1444092e-05,,31.06387710571289,,2018-08-30T05:41:20+00:00,23.466666666666665
25600,25600,104858.3984375,1535608064.0,75.91169738769531,10,31,-4.400051593780518,3.187934875488281,1.0824789,0.092425369,3.7434971,0.29929042,-0.0003118515,,30.96336555480957,,2018-08-30T05:47:44+00:00,29.866666666666667
25700,25700,105359.3359375,1535608576.0,576.85009765625,10,31,-4.400051593780518,3.071460723876953,1.0824789,0.70469195,3.7434971,2.2185061,-0.00032711029,,30.991683959960938,,2018-08-30T05:56:16+00:00,38.4
25800,25800,105652.2734375,1535608832.0,869.7857055664062,10,31,-4.399666786193848,2.338412284851074,1.0824789,1.0627003,3.7434971,3.2734225,-0.037377357,,31.141504287719727,,2018-08-30T06:00:32+00:00,42.66666666666666
25900,25900,105926.75,1535609088.0,0.212799996137619,3,32,2.156444549560547,2.282068252563477,1.8302438e-06,0.0,3.8189569e-06,0.0,0.012434006,,31.11941719055176,,2018-08-30T06:04:48+00:00,0.0
26000,26000,106055.7734375,1535609216.0,0.3183000087738037,4,32,3.4995689392089844,3.412962913513184,0.22009505,0.0,0.73579043,0.0,-0.099022865,,31.126523971557617,,2018-08-30T06:06:56+00:00,2.1333333333333333
26100,26100,106477.0859375,1535609728.0,151.01559448242188,6,32,3.930980682373047,3.5024309158325195,0.82473862,0.0,2.8493271,0.0,0.00018310547,,31.284822463989254,,2018-08-30T06:15:28+00:00,10.666666666666666
26200,26200,106949.4140625,1535610112.0,416.5168151855469,8,32,1.1002225875854492,3.4442663192749023,1.0072746,0.0,3.478224,0.0,0.00027370453,,31.1783390045166,,2018-08-30T06:21:52+00:00,17.066666666666666
26300,26300,107447.6328125,1535610624.0,914.7327270507812,8,32,0.1018469333648681,3.599982261657715,1.0791341,7.8048688e-09,3.7314157,2.7951671e-08,-8.5830688e-06,,30.9853458404541,,2018-08-30T06:30:24+00:00,25.6
26400,26400,107780.453125,1535611008.0,131.8542938232422,10,32,-4.399772644042969,3.174666404724121,1.0825239,0.16080725,3.7436192,0.51677626,-0.00022888184,,30.925682067871094,,2018-08-30T06:36:48+00:00,32.0
26500,26500,108281.390625,1535611520.0,632.789306640625,10,32,-4.400341987609863,3.0498924255371094,1.0825239,0.77293909,3.7436192,2.4272988,-0.00049591064,,31.06671905517578,,2018-08-30T06:45:20+00:00,40.53333333333333
26600,26600,108520.5234375,1535611776.0,871.9254760742188,10,32,-4.400346279144287,2.220317840576172,1.0825239,1.0646794,3.7436192,3.2776442,-0.053366661,,31.126768112182617,,2018-08-30T06:49:36+00:00,44.8
26700,26700,108797.4296875,1535612032.0,0.5063999891281128,3,33,5.359066009521484,2.667255401611328,1.4822124e-05,0.0,3.1218049e-05,0.0,0.01732254,,31.215591430664062,,2018-08-30T06:53:52+00:00,0.0
26800,26800,108957.5078125,1535612160.0,31.690099716186523,4,33,6.597805023193359,3.4866809844970703,0.27765384,0.0,0.93603289,0.0,0.00044441223,,31.18718147277832,,2018-08-30T06:56:00+00:00,2.1333333333333333
26900,26900,109399.1875,1535612544.0,1.0128999948501587,7,33,0.0,3.4401960372924805,0.88009107,0.0,3.0436363,0.0,-0.074824333,,31.307353973388672,,2018-08-30T07:02:24+00:00,8.533333333333333
27000,27000,109879.859375,1535613056.0,476.6152038574219,8,33,1.0994577407836914,3.4661359786987305,1.0256402,0.0,3.5417428,0.0,0.00053882599,,31.07797622680664,,2018-08-30T07:10:56+00:00,17.066666666666666
27100,27100,110377.9765625,1535613568.0,974.7301025390624,8,33,0.0804521217942237,3.599987030029297,1.0804428,4.4001461e-10,3.736196,1.5760525e-09,-4.7683716e-06,,30.952926635742188,,2018-08-30T07:19:28+00:00,25.6
27200,27200,110711.7421875,1535613952.0,199.7666015625,10,33,-4.400050163269043,3.1623220443725586,1.0824953,0.24379443,3.7435851,0.77972102,-0.00019645691,,30.966087341308597,,2018-08-30T07:25:52+00:00,32.0
27300,27300,111212.7734375,1535614464.0,700.7991943359375,10,33,-4.400252342224121,3.014525413513184,1.0824953,0.85613823,3.7435851,2.6797056,-0.00065135956,,31.15237045288086,,2018-08-30T07:34:24+00:00,40.53333333333333
27400,27400,111385.4609375,1535614592.0,873.4896850585938,10,33,-4.400100231170654,2.074650764465332,1.0824953,1.0667484,3.7435851,3.2821617,-0.087157249,,31.212587356567383,,2018-08-30T07:36:32+00:00,42.66666666666666
27500,27500,111660.03125,1535614848.0,2.7664999961853027,3,34,6.160945892333984,2.8522396087646484,0.0041914168,0.0,0.011577227,0.0,0.05440712,,31.21455383300781,,2018-08-30T07:40:48+00:00,0.0
27600,27600,111902.109375,1535615104.0,115.97699737548828,4,34,6.597911834716797,3.515897750854492,0.43208668,0.0,1.4767573,0.0,0.00026893616,,31.26371955871582,,2018-08-30T07:45:04+00:00,4.266666666666667
27700,27700,112314.125,1535615488.0,50.578800201416016,8,34,1.1000699996948242,3.405299186706543,0.89538574,0.0,3.0956709,0.0,-0.00014400482,,31.380908966064453,,2018-08-30T07:51:28+00:00,10.666666666666666
27800,27800,112815.4375,1535616000.0,551.8897094726562,8,34,1.1001253128051758,3.5311203002929688,1.0485635,0.0,3.6216035,0.0,0.0014848709,,31.1206169128418,,2018-08-30T08:00:00+00:00,19.2
27900,27900,113313.875,1535616512.0,1050.325439453125,8,34,0.0632127523422241,3.600022315979004,1.0817401,1.7861387e-08,3.7406471,6.3965722e-08,-2.8610229e-06,,30.907262802124023,,2018-08-30T08:08:32+00:00,27.73333333333333
28000,28000,113645.0078125,1535616896.0,274.8575134277344,10,34,-4.400053977966309,3.148590087890625,1.0824784,0.33552715,3.743305,1.0691907,-0.00024223328,,31.02593231201172,,2018-08-30T08:14:56+00:00,34.13333333333333
28100,28100,114146.140625,1535617408.0,775.9912719726562,10,34,-4.400269985198975,2.9434471130371094,1.0824784,0.94802058,3.743305,2.953896,-0.0014533997,,31.234298706054688,,2018-08-30T08:23:28+00:00,42.66666666666666
28200,28200,114279.4453125,1535617536.0,909.2979736328124,10,34,-0.9263091683387756,1.999961853027344,1.0824784,1.0761131,3.743305,3.3009162,-5.6266785e-05,,31.26670455932617,,2018-08-30T08:25:36+00:00,44.8
28300,28300,114514.8515625,1535617664.0,9.28600025177002,3,35,6.161277770996094,3.0464649200439453,0.014540342,0.0,0.042153336,0.0,0.023540497,,31.159591674804688,,2018-08-30T08:27:44+00:00,0.0
28400,28400,114810.5859375,1535618048.0,55.84830093383789,5,35,5.279960632324219,3.4941444396972656,0.52149469,0.0,1.7887737,0.0,0.00025367737,,31.37332534790039,,2018-08-30T08:34:08+00:00,6.4
28500,28500,115247.65625,1535618432.0,135.7989044189453,8,35,1.0998144149780271,3.4068479537963867,0.92142975,0.0,3.184077,0.0,8.7738037e-05,,31.301944732666016,,2018-08-30T08:40:32+00:00,12.8
28600,28600,115746.171875,1535618944.0,634.3120727539062,8,35,0.6506542563438416,3.6000490188598637,1.0663413,0.0,3.6849332,0.0,3.3378601e-05,,31.113018035888672,,2018-08-30T08:49:04+00:00,21.33333333333333
28700,28700,116218.71875,1535619456.0,0.1009000018239021,10,35,-0.6600370407104492,3.584279060363769,1.0824473,1.7112092e-06,3.7429149,6.1477826e-06,-0.0091638565,,31.019258499145508,,2018-08-30T08:57:36+00:00,29.866666666666667
28800,28800,116579.75,1535619840.0,361.1323852539063,10,35,-4.400055885314941,3.130276679992676,1.0824473,0.44101366,3.7429149,1.4004017,-0.00029087067,,31.164945602416992,,2018-08-30T09:04:00+00:00,36.266666666666666
28900,28900,117053.453125,1535620224.0,834.833984375,10,35,-4.400088787078857,2.7758665084838867,1.0824473,1.0199355,3.7429149,3.1609464,-0.00548172,,31.330286026000977,,2018-08-30T09:10:24+00:00,42.66666666666666
29000,29000,117213.03125,1535620480.0,994.4163208007812,10,35,-0.2252438068389892,1.9999980926513672,1.0824473,1.0801116,3.7429149,3.3089283,2.3841858e-05,,31.258214950561523,,2018-08-30T09:14:40+00:00,46.93333333333333
29100,29100,117376.6796875,1535620608.0,23.626100540161133,3,36,6.160270690917969,3.242926597595215,0.039939698,3.7142425e-09,0.12225106,7.7350286e-09,0.0097141266,,31.273557662963867,,2018-08-30T09:16:48+00:00,0.0
29200,29200,117752.5546875,1535620992.0,0.0296000000089406,6,36,0.0675010681152343,3.436581611633301,0.66001803,3.7142425e-09,2.2742729,7.7350286e-09,0.00023937225,,31.412628173828125,,2018-08-30T09:23:12+00:00,6.4
29300,29300,118205.375,1535621376.0,245.97799682617188,8,36,1.1001558303833008,3.4170799255371094,0.95509493,3.7142425e-09,3.298815,7.7350286e-09,0.00012493134,,31.256807327270508,,2018-08-30T09:29:36+00:00,12.8
29400,29400,118703.8359375,1535621888.0,744.4407958984375,8,36,0.2485222071409225,3.600059509277344,1.073734,3.7142425e-09,3.7114289,7.7350286e-09,0.0001039505,,31.104324340820312,,2018-08-30T09:38:08+00:00,21.33333333333333
29500,29500,119074.09375,1535622272.0,7.183599948883057,10,36,-4.4000630378723145,3.341269493103028,1.0823737,0.0084306467,3.742532,0.028690081,-0.012856483,,31.04518318176269,,2018-08-30T09:44:32+00:00,27.73333333333333
29600,29600,119538.875,1535622784.0,471.9653015136719,10,36,-4.400111675262451,3.102487564086914,1.0823737,0.57649267,3.742532,1.8227125,-0.00028324127,,31.183513641357425,,2018-08-30T09:53:04+00:00,36.266666666666666
29700,29700,119927.3203125,1535623168.0,860.4063110351562,10,36,-4.399919033050537,2.551877021789551,1.0823737,1.051235,3.742532,3.2450488,-0.014920235,,31.30893898010254,,2018-08-30T09:59:28+00:00,42.66666666666666
29800,29800,120171.8515625,1535623424.0,1104.9405517578125,10,36,-0.0740027800202369,2.0000133514404297,1.0823737,1.0823094,3.742532,3.313504,-1.4305115e-05,,31.31678009033203,,2018-08-30T10:03:44+00:00,46.93333333333333
29900,29900,120291.703125,1535623552.0,85.00900268554688,3,37,6.158226013183594,3.4279260635375977,0.14494969,2.3581498e-08,0.47675097,4.9025001e-08,0.00096988678,,31.317005157470703,,2018-08-30T10:05:52+00:00,2.1333333333333333
30000,30000,120686.9609375,1535623936.0,80.760498046875,6,37,3.932292938232422,3.4873857498168945,0.74794257,2.3581498e-08,2.5805657,4.9025001e-08,0.00022220612,,31.339832305908203,,2018-08-30T10:12:16+00:00,8.533333333333333
30100,30100,121159.2265625,1535624320.0,346.1742858886719,8,37,1.1002817153930664,3.429788589477539,0.98573655,2.3581498e-08,3.4037566,4.9025001e-08,0.00016880035,,31.20047378540039,,2018-08-30T10:18:40+00:00,14.933333333333334
30200,30200,121657.703125,1535624832.0,844.6478881835938,8,37,0.1360914260149002,3.600044250488281,1.0773942,2.7997007e-08,3.7246554,6.4838702e-08,5.0544739e-05,,31.141721725463867,,2018-08-30T10:27:12+00:00,23.466666666666665
30300,30300,121989.71875,1535625216.0,69.12259674072266,10,37,-4.400108337402344,3.190244674682617,1.0824237,0.084106453,3.7427616,0.27275655,-0.00034046173,,31.15483665466309,,2018-08-30T10:33:36+00:00,29.866666666666667
30400,30400,122490.78125,1535625728.0,570.1837768554688,10,37,-4.399741172790527,3.073990821838379,1.0824237,0.69646996,3.7427616,2.1933181,-0.00032520294,,31.269512176513672,,2018-08-30T10:42:08+00:00,38.4
30500,30500,122789.8515625,1535625984.0,869.256103515625,10,37,-4.399835586547852,2.3492298126220703,1.0824237,1.0613804,3.7427616,3.2700648,-0.032385826,,31.338459014892575,,2018-08-30T10:46:24+00:00,42.66666666666666
30600,30600,123059.0078125,1535626240.0,0.3386000096797943,3,38,3.5090866088867188,2.4874191284179688,5.1094516e-06,0.0,1.0695849e-05,0.0,0.01368618,,31.358041763305664,,2018-08-30T10:50:40+00:00,0.0
30700,30700,123198.390625,1535626368.0,10.839500427246094,4,38,6.601112365722656,3.475309371948242,0.23934835,0.0,0.80245453,0.0,0.00065040588,,31.37541961669922,,2018-08-30T10:52:48+00:00,2.1333333333333333
30800,30800,123639.21875,1535626880.0,181.0402984619141,6,38,3.931201934814453,3.5094661712646484,0.85746819,0.0,2.9636083,0.0,0.00026798248,,31.32331275939941,,2018-08-30T11:01:20+00:00,10.666666666666666
30900,30900,124106.3515625,1535627264.0,441.3713073730469,8,38,1.099989891052246,3.451291084289551,1.0147787,0.0,3.5035822,0.0,0.0003786087,,31.15254211425781,,2018-08-30T11:07:44+00:00,17.066666666666666
31000,31000,124604.953125,1535627776.0,939.9683227539062,8,38,0.0898625627160072,3.599977493286133,1.0797297,0.0,3.7330093,0.0,-6.5803528e-05,,31.0982666015625,,2018-08-30T11:16:16+00:00,25.6
31100,31100,124936.1171875,1535628160.0,164.54400634765625,10,38,-4.399993419647217,3.168887138366699,1.0824133,0.20075075,3.7426705,0.64351761,-0.0001707077,,31.21405792236328,,2018-08-30T11:22:40+00:00,32.0
31200,31200,125437.15625,1535628672.0,665.5797119140625,10,38,-4.400086402893066,3.035029411315918,1.0824133,0.81314307,3.7426705,2.5499489,-0.00054740906,,31.36910629272461,,2018-08-30T11:31:12+00:00,40.53333333333333
31300,31300,125644.3046875,1535628800.0,872.728515625,10,38,-4.399975776672363,2.145060539245605,1.0824133,1.0660096,3.7426705,3.2807522,-0.075376511,,31.343246459960938,,2018-08-30T11:33:20+00:00,42.66666666666666
31400,31400,125919.828125,1535629184.0,1.6728999614715576,3,39,6.162746429443359,2.794342041015625,0.00090459024,4.347906e-09,0.0023652285,9.0204448e-09,0.66235924,,31.333681106567383,,2018-08-30T11:39:44+00:00,0.0
31500,31500,126131.984375,1535629312.0,84.96369934082031,4,39,6.599933624267578,3.5054931640625,0.37523928,4.347906e-09,1.2770419,9.0204448e-09,0.00032711029,,31.340917587280277,,2018-08-30T11:41:52+00:00,2.1333333333333333
31600,31600,126544.8671875,1535629696.0,20.446800231933597,8,39,1.099651336669922,3.414169311523437,0.88615674,4.347906e-09,3.0639806,9.0204448e-09,-0.00059509277,,31.36627960205078,,2018-08-30T11:48:16+00:00,8.533333333333333
31700,31700,127046.0859375,1535630208.0,521.6629028320312,8,39,1.1006546020507812,3.4959516525268555,1.0393281,4.347906e-09,3.5889237,9.0204448e-09,0.0009021759,,31.12128257751465,,2018-08-30T11:56:48+00:00,17.066666666666666
31800,31800,127544.6953125,1535630720.0,1020.2686767578124,8,39,0.0687493681907653,3.6000146865844727,1.0813425,4.347906e-09,3.7389612,9.0204448e-09,1.8119812e-05,,31.173437118530277,,2018-08-30T12:05:20+00:00,25.6
31900,31900,127873.6171875,1535631104.0,240.1696929931641,10,39,-4.400153636932373,3.155535697937012,1.0825814,0.29315907,3.7434213,0.93575144,-0.00020313263,,31.210317611694336,,2018-08-30T12:11:44+00:00,32.0
32000,32000,128374.84375,1535631616.0,741.4014282226562,10,39,-4.399716854095459,2.983915328979492,1.0825814,0.90579718,3.7434213,2.8290741,-0.00098419189,,31.41865921020508,,2018-08-30T12:20:16+00:00,40.53333333333333
32100,32100,128507.625,1535631744.0,874.1785278320312,10,39,-4.4001665115356445,2.011044502258301,1.0825814,1.0673321,3.7434213,3.283555,-0.10065079,,31.44083595275879,,2018-08-30T12:22:24+00:00,42.66666666666666
32200,32200,128780.109375,1535632000.0,5.052199840545654,3,40,6.159458160400391,2.937741279602051,0.0081148604,1.4138747e-08,0.022932267,2.9351961e-08,0.03489399,,31.35948181152344,,2018-08-30T12:26:40+00:00,0.0
32300,32300,129024.875,1535632256.0,0.5895000100135803,5,40,5.224155426025391,3.4889039993286133,0.44009873,1.4138747e-08,1.5047084,2.9351961e-08,0.00019264221,,31.352325439453125,,2018-08-30T12:30:56+00:00,4.266666666666667
32400,32400,129472.0703125,1535632640.0,90.63099670410156,8,40,1.1001272201538086,3.40432357788086,0.90766823,1.4138747e-08,3.1371624,2.9351961e-08,2.0980835e-05,,31.283859252929688,,2018-08-30T12:37:20+00:00,10.666666666666666
32500,32500,129970.59375,1535633152.0,589.1549072265625,8,40,1.059990644454956,3.600055694580078,1.0598383,1.4138747e-08,3.6614676,2.9351961e-08,-4.7683716e-06,,31.187789916992188,,2018-08-30T12:45:52+00:00,19.2
32600,32600,130471.5,1535633664.0,1090.065673828125,8,40,0.0566073544323444,3.600022315979004,1.0822762,1.4138747e-08,3.7422445,2.9351961e-08,3.6239624e-05,,31.19744682312012,,2018-08-30T12:54:24+00:00,27.73333333333333
32700,32700,130796.765625,1535634048.0,309.5267028808594,10,40,-4.400143146514893,3.142062187194824,1.0824201,0.37796366,3.7427626,1.2028197,-0.00023365021,,31.195632934570312,,2018-08-30T13:00:48+00:00,34.13333333333333
32800,32800,131295.515625,1535634560.0,808.2730102539062,10,40,-4.399694919586182,2.8780431747436523,1.0824201,0.98753935,3.7427626,3.069478,-0.0027761459,,31.33279228210449,,2018-08-30T13:09:20+00:00,42.66666666666666
32900,32900,131426.5625,1535634688.0,939.313720703125,10,40,-0.5779188275337219,1.999969482421875,1.0824201,1.0780373,3.7427626,3.3049123,-3.6239624e-05,,31.383298873901367,,2018-08-30T13:11:28+00:00,44.8
33000,33000,131638.546875,1535634816.0,10.879899978637695,3,41,6.160831451416016,3.077789306640625,0.018127387,0.0,0.053118847,0.0,0.019971848,,31.30668067932129,,2018-08-30T13:13:36+00:00,0.0
33100,33100,131942.71875,1535635200.0,65.83460235595703,5,41,5.279994964599609,3.4964704513549805,0.53617448,0.0,1.8400627,0.0,0.00023365021,,31.362384796142575,,2018-08-30T13:20:00+00:00,6.4
33200,33200,132389.78125,1535635584.0,155.80470275878906,8,41,1.0995149612426758,3.408458709716797,0.92752248,0.0,3.2048354,0.0,5.3405762e-05,,31.308542251586918,,2018-08-30T13:26:24+00:00,12.8
33300,33300,132888.265625,1535636096.0,654.28759765625,8,41,0.5421016812324524,3.600020408630371,1.0682118,0.0,3.6916697,0.0,2.9563904e-05,,31.220195770263672,,2018-08-30T13:34:56+00:00,21.33333333333333
33400,33400,133336.984375,1535636480.0,0.4359999895095825,10,41,-3.300586223602295,3.524141311645508,1.082311,7.9493184e-06,3.7424273,2.8533384e-05,-0.0074090958,,31.175373077392575,,2018-08-30T13:41:20+00:00,27.73333333333333
33500,33500,133723.984375,1535636864.0,387.4374084472656,10,41,-4.399909496307373,3.124429702758789,1.082311,0.4731423,3.7424273,1.5010382,-0.0002374649,,31.26721954345703,,2018-08-30T13:47:44+00:00,34.13333333333333
33600,33600,134179.578125,1535637376.0,843.0338134765625,10,41,-4.399759769439697,2.721261978149414,1.082311,1.0300151,3.7424273,3.1887536,-0.0070581436,,31.34329605102539,,2018-08-30T13:56:16+00:00,42.66666666666666
33700,33700,134355.84375,1535637504.0,1019.3046264648438,10,41,-0.1794293075799942,1.999969482421875,1.082311,1.0808625,3.7424273,3.3102405,2.0980835e-05,,31.30268096923828,,2018-08-30T13:58:24+00:00,44.8
33800,33800,134492.265625,1535637760.0,26.13170051574707,3,42,6.159923553466797,3.2648744583129883,0.044193994,0.0,0.13607256,0.0,0.0088577271,,31.28408432006836,,2018-08-30T14:02:40+00:00,2.1333333333333333
33900,33900,134865.9375,1535638016.0,0.3246999979019165,6,42,2.160858154296875,3.4623260498046875,0.66005683,0.0,2.2742846,0.0,-0.07259655,,31.34360694885254,,2018-08-30T14:06:56+00:00,6.4
34000,34000,135328.4375,1535638528.0,255.9597930908203,8,42,1.099905014038086,3.418227195739746,0.95814508,0.0,3.3091388,0.0,0.00010967255,,31.30262756347656,,2018-08-30T14:15:28+00:00,14.933333333333334
34100,34100,135826.78125,1535639040.0,754.297607421875,8,42,0.2291145771741867,3.5999984741210938,1.074185,0.0,3.7129419,0.0,-4.196167e-05,,31.269512176513672,,2018-08-30T14:24:00+00:00,23.466666666666665
34200,34200,136185.953125,1535639424.0,10.272700309753418,10,42,-4.400169849395752,3.310368537902832,1.0822927,0.012200936,3.7421296,0.041229464,-0.0093126297,,31.21493911743164,,2018-08-30T14:30:24+00:00,29.866666666666667
34300,34300,136663.375,1535639808.0,487.69281005859375,10,42,-4.4000396728515625,3.0984935760498047,1.0822927,0.59565979,3.7421296,1.8822901,-0.00032043457,,31.363927841186523,,2018-08-30T14:36:48+00:00,36.266666666666666
34400,34400,137037.765625,1535640192.0,862.0839233398438,10,42,-4.39967155456543,2.5181283950805664,1.0822927,1.0525495,3.7421296,3.2481947,-0.016095161,,31.399471282958984,,2018-08-30T14:43:12+00:00,42.66666666666666
34500,34500,137290.328125,1535640448.0,1114.640625,10,42,-0.0637229159474372,2.0000228881835938,1.0822927,1.0823963,3.7421296,3.3132732,-6.5803528e-05,,31.338340759277344,,2018-08-30T14:47:28+00:00,46.93333333333333
34600,34600,137403.578125,1535640576.0,91.5093994140625,3,43,6.161121368408203,3.433727264404297,0.15609826,0.0,0.5149678,0.0,0.00090026855,,31.320480346679688,,2018-08-30T14:49:36+00:00,0.0
34700,34700,137797.265625,1535640960.0,85.72599792480469,6,43,3.9322242736816406,3.4884262084960938,0.75331354,0.0,2.5992558,0.0,0.00020217896,,31.383220672607425,,2018-08-30T14:56:00+00:00,6.4
34800,34800,138269.453125,1535641472.0,351.05828857421875,8,43,1.100041389465332,3.430495262145996,0.98719281,1.869201e-10,3.4087219,6.3890954e-10,0.00018119812,,31.338090896606445,,2018-08-30T15:04:32+00:00,14.933333333333334
34900,34900,138768.0625,1535641984.0,849.6621704101562,8,43,0.131376639008522,3.5999488830566406,1.0775882,7.7012619e-09,3.7253003,2.7554442e-08,-4.863739e-05,,31.268552780151367,,2018-08-30T15:13:04+00:00,23.466666666666665
35000,35000,139096.25,1535642240.0,77.34519958496094,10,43,-4.400111675262451,3.1879138946533203,1.0823538,0.094178341,3.7424567,0.3049126,-0.00037193298,,31.29042625427246,,2018-08-30T15:17:20+00:00,27.73333333333333
35100,35100,139597.421875,1535642752.0,578.5156860351562,10,43,-4.399967670440674,3.071475982666016,1.0823538,0.70671558,3.7424567,2.2250769,-0.00036811829,,31.33856964111328,,2018-08-30T15:25:52+00:00,36.266666666666666
35200,35200,139888.265625,1535643136.0,869.3699951171875,10,43,-4.39965295791626,2.331655502319336,1.0823538,1.0621982,3.7424567,3.271888,-0.038332939,,31.438953399658203,,2018-08-30T15:32:16+00:00,42.66666666666666
35300,35300,140159.5,1535643392.0,0.2879999876022339,3,44,2.892078399658203,2.393918037414551,0.0,0.0,0.0,0.0,0.012442589,,31.321489334106445,,2018-08-30T15:36:32+00:00,0.0
35400,35400,140288.5625,1535643520.0,0.4921000003814697,4,44,5.6124267578125,3.4473886489868164,0.22001113,7.6929707e-09,0.7353273,2.5867836e-08,0.00059700012,,31.36317443847656,,2018-08-30T15:38:40+00:00,2.1333333333333333
35500,35500,140719.75,1535643904.0,161.07749938964844,6,44,3.9332351684570312,3.504460334777832,0.8356334,7.6929707e-09,2.8870502,2.5867836e-08,0.0002746582,,31.41681289672852,,2018-08-30T15:45:04+00:00,8.533333333333333
35600,35600,141186.640625,1535644416.0,421.16510009765625,8,44,1.0999212265014648,3.444941520690918,1.0086071,7.6929707e-09,3.4823122,2.5867836e-08,0.00026893616,,31.32926750183105,,2018-08-30T15:53:36+00:00,17.066666666666666
35700,35700,141685.390625,1535644928.0,919.9149169921876,8,44,0.0954023525118827,3.600001335144043,1.079371,1.1779994e-08,3.7316952,4.0506304e-08,-3.4332275e-05,,31.355262756347656,,2018-08-30T16:02:08+00:00,25.6
35800,35800,142019.0,1535645184.0,149.99270629882812,10,44,-4.400113105773926,3.171972274780273,1.0824285,0.18292345,3.7427022,0.58707851,-0.00018501282,,31.308542251586918,,2018-08-30T16:06:24+00:00,29.866666666666667
35900,35900,142520.0625,1535645696.0,651.06298828125,10,44,-4.400060653686523,3.0423507690429688,1.0824285,0.79522449,3.7427022,2.4957635,-0.00051498413,,31.36021614074707,,2018-08-30T16:14:56+00:00,38.4
36000,36000,142741.046875,1535645952.0,872.043701171875,10,44,-4.399855136871338,2.1761398315429688,1.0824285,1.0654525,3.7427022,3.2792151,-0.070640564,,31.401355743408203,,2018-08-30T16:19:12+00:00,42.66666666666666
36100,36100,143005.03125,1535646208.0,1.5184999704360962,3,45,6.1614990234375,2.7833385467529297,0.0021450969,1.9305752e-08,0.0057977224,4.0181721e-08,0.16527748,,31.365375518798828,,2018-08-30T16:23:28+00:00,0.0
36200,36200,143222.21875,1535646464.0,89.83820343017578,4,45,6.601036071777344,3.5068483352661133,0.38416082,1.9305752e-08,1.3081532,4.0181721e-08,0.00033855438,,31.382064819335938,,2018-08-30T16:27:44+00:00,4.266666666666667
36300,36300,143625.265625,1535646848.0,15.416500091552734,8,45,1.0997810363769531,3.417563438415528,0.88465285,1.9305752e-08,3.0585859,4.0181721e-08,-0.00081729889,,31.38840675354004,,2018-08-30T16:34:08+00:00,10.666666666666666
36400,36400,144126.0625,1535647360.0,516.2059936523438,8,45,1.100481033325195,3.4907236099243164,1.0376782,1.9305752e-08,3.5828781,4.0181721e-08,0.00083732605,,31.339303970336918,,2018-08-30T16:42:40+00:00,19.2
